,id,date,dateYear,dateMonth,dateDay,rating,content
278,279,20210223,2021,02,23,5,"최근 폰이 거진 아몰레드 디스플레이를 써서 다크모드 지원이 필요하다고 생각하고(몇몇 뱅킹앱은 지원하는걸로 알고 있습니다), 앱 켜졌을 때 나오는 팝업 가장자리 둥글게 만들어 주세요. 나머지 디자인은 다 모서리가 둥글게 되어 있는데 그 창만 사각형으로 보이니까 안 어울려 보이네요. 그리고 계좌 잔액을 숨길 수 있는 옵션이 있으면 좋겠습니다. 그 외에는 정말 빠르고 좋습니다."
279,280,20210319,2021,03,19,4,"수시로 쓰고 있습니다. 속도는 많이 좋아졌고, ui는 개선의 여지가 있겠지만 좋아진다는 느낌입니다. 다만 아쉬운 점은 어플의 파편화랄까요... 어플마다의 특화기능을 중시한 선택이란 생각이 들지만, 오프라인/온라인에서 광고하는 기능을 사용하려면 기능 하나에 어플 하나씩 설치해야 하나 생각이 든 적도 있네요ㅠㅠ 그래도 예전보다 피드백도 좋아지고 있으니 점점 나아지길 바라 봅니다:)"
280,281,20210225,2021,02,25,4,"주거래은행이라 쭈욱 쓰고 있는데, 익숙해져서 편한것도 있지만, 불편한 것도 있어요. 어플 가짓수가 왜 이렇게 많은건지 이해할 수 없어요. 뱅킹용 어플도 따로 깔아야하고 알림용 어플도 따로..뱅킹용 어플이 한개인 것도 아니고요? 통합할건 좀 통합해주면 안되나요? 어플 막 까는거 안좋아하는 사람인데, 이런부분은 너무 맘에 안들어요. 맘에드는것중 하나, 빠른이체 메뉴는 편리하게 넘 잘 사용중이고 단축이체도 달달이 쓰는 중인데 이것도 편해요. 오픈뱅킹도 쉽게 찾을수 있고 이용편해서 좋습니다."
281,282,20210222,2021,02,22,5,인터넷뱅킹을 처음 이용하던 대학새내기때부터 20년 넘게 쭉~~ 한결같이 사용하고있는 kb스타뱅킹!! 노란 아이콘이 선명하게 눈에 확들어와서 좋고... 이제는 타금융권 계좌도 한번에 등록해서 사용할 수 있는 편리성까지 너무 좋아요.. 기분좋은 이벤트도 많고... 쉽고 간편하게 이용할 수 있는 kb스타뱅킹 최고예요~~^^
282,283,20200626,2020,06,26,4,기본 기능 이용에는 아주 편하고 좋은 것 같아요~^^♡ 주로 폰 뱅킹을 애용하는 1인 이긴 하지만 주로 입금.출금.이체 같은 기본 기능만 사용하는 터라 다른 기능은 다가가기도 어렵고 들어가도 왠지 두려워하는 타입입니다~ KB와 관련된 사이트 몇 번 넘나들어 봤는데 어려워요 폰맹 같아요 제가ㅜㅜ 뒤로가기하면 어떤 건 처음부터 다시 시작하는 것도 있어 반복해야하는 번거로움도 있고 그러네요~ 하지만 대체적으로 기본기능 충실에 백점 가깝게 드려용~ㅎㅎ
283,284,20181114,2018,11,14,1,"8년간 국민은행 어플 쓰다가 오늘같이 답답하고 쓰기 싫은건 처음이예요. 업데이트 하고선 지문인식 들어가지지도 않고 창이 열리지도 않아서 핸드폰 문제인가 싶어 캐시,데이터 삭제하고 새로 지문 등록하고 있었는데 또 지문인식 창에서 계속 로딩만 돌아가고 넘어가지 않는거 보면 뭔가 서버에 문제가 있는게 아닌가 싶어요. 이렇게 지문인식 사용 할 수 없을거면 대체 업데이트를 왜 한건지 모르겠네요?"
284,285,20200711,2020,07,11,5,"항상 사용자편의에 맞게, 또 시대에 맞게 빠르게 필요한 기능들을 추가해주어서 잘 쓰고 있습니다. 사용시 한 눈에도 잘 보이고 쉽게 되어있습니다. 한 가지 아쉬운것은 kb관련 앱들(리브,리브메이트,리브똑똑 등...)이 많은데 다 깔려니 너무 많습니다. 몇 가지로 줄여서 사용할 수 있었으면 좋겠습니다."
285,286,20200731,2020,07,31,4,한눈에 파악되게 메뉴들이 정리되어 사용하기 편하고 좋아요 오픈뱅킹도 편리하게 사용할 수 있어 좋아요 그런데 오픈뱅킹하다보면 종종 안되는 경우가 생기더라구요 계속 입금됐다 반환되는 경우가 있어 오픈뱅킹을 못하는 일이 생겨 불편합니다 그리고 국민 계열 어플이 너무나 많은것 같아요 조금 정리하면 좋을듯 싶습니다 앱이 많다보니 핸드폰 용량을 많이 차지하게 되더라구요 앞으로도 더 편리한 스타배킹이 되길 바래봅니다
286,287,20200627,2020,06,27,4,"스타뱅킹 잘 쓰고 있어요. 간편이체도 편하고 오픈뱅킹 너무 편리해요. 좀 더 다양한 이벤트가 있었으면 좋겠어요. 전에는 앱을 사용하다가 잠깐이라도 다른 앱을 보고 오면 다시 로긴을 해야하는게 너무 불편했는데 그건 고쳤더라구요. 국민은행 어플이 넘 많아서 좀 혼동될때도 있는데, 다른 리브앱이나 리브똑똑 도 편하게 사용하고 있어요."
287,288,20210806,2021,08,06,3,"갤럭시탭s7에서 키보드 입력시 확인 버튼이 안보이는 문제에 대해 => KB스타뱅킹 화면 내의 필수항목 입력란 주변의 빈 영역을 터치해보라 하셨지만, 화면 어디를 터치해도 나타나진 않습니다. => 그런데 제가 화면 세로 고정으로 쓰고 있었는데, 화면자동 회전상태에선 정상적으로 취소 확인 버튼이 나오네요. => 즉, 제가 겪은 현상은 화면회전이 안되게 세로 고정 상태로 놓고 썼는데요, 보안 입력란을 터치하면 화면이 세로 모양으로 잠깐 바꼈다가 다시 가로 모양으로 돌아오거든요. 그 때 세로 모양에 맞는 뱅킹앱 보안 키보드가 열렸다가 다시 가로 모양이 되는데 세로화면의 높이가 그대로 유지되면서 취소 확인 버튼까지 가리는 것 같습니다. => 세로 고정하지 않고 자동회전 상태로 두거나 가로 고정화면 상태일 때는, 화면에 맞게 키보드가 열리고 취소 확인 버튼도 정상적으로 나타납니다. => 이점 참고해서 수정 부탁드리며 계속된 문의에 계속해서 답변 주신 점 감사드립니다."
288,289,20210325,2021,03,25,5,"휴대폰으로는 왠만해선 금융서비스를 이용하지 않고 인터넷뱅킹을 주로 사람이었는데요. 작년부터 각종 모임에서 더치페이를 할 경우에 다른 사람들은 휴대폰으로 바로 결제할 사람에게 이체시켜주는데, 저만 나중에 컴터앞에서 이체해준다고 하고 잇더군요ㅜㅜ 결국 주거래 은행으로 이용하는 국민은행의 스타뱅킹을 통해 스마트한 뱅킹을 하기로 마음먹었답니다!! 스타뱅킹을 이용해서 간편하게 지문인증을 통해서 이체를 하니 정말 편한데다가 생체인식을 통해야 하기 때문에 믿음도 가더라고요^^ 더구나 스타뱅킹에서 오픈뱅킹서비스를 이용하니 제 계좌관리도 정말 편리하고, 이제서야 저도 스마트폰을 이용한 스마트한 라이프스타일을 즐깅 수 있게 된 것 같아요! 특히, 저는 스마트폰이 보급되고 한참 지난 시점속에서도 항상 컴퓨터의 큰 화면만을 고집해왔었는데, KB 스타뱅킹의 인터페이스는 오히려 사용자에게 더 편리하고 쉽게 다가왔습니다! KB 스타뱅킹~ 이용해보니, 정말 편리하고요! 또한 믿음가는 서비스에요! 별점 5개짜리!"
289,290,20200719,2020,07,19,4,사용 잘하고 있어요. 단지 지문인식이 진짜 예민한지 긴장하고 열어야 되네요..국민만 매번 오류...그래도 문의하면 대응도 빠르고 가끔씩 이벤트도 하고 다른앱보다 볼거리 즐길거리가 많은것 같아요. 국민 오래전부터 사용했지만 앱사용은 오래되지 않은데 아직까지 만족하고 있어요. 추가로 수정반영 가능한거라면 메뉴찾기 좀 불편해요. 내정보에 보이게 해놔도 옆에 눌러서 들어가야 되네요.
290,291,20210216,2021,02,16,5,이용하는데 큰 불편함없이 오랜기간 쓰고있습니다. 다만 KB어플이 너무 다양해져서 덜을건 덜어내고 통합시켰으면 하는 바람입니다. 인터페이스 색감도 어플 속도도 양호하고 무엇보다 타 은행앱 보다 에러 적은건 굉장히 마음에 듭니다. 앞으로도 좋은 서비스 기대하며 장기고객 유지 하겠습니다
291,292,20200712,2020,07,12,5,주거래여서 제일 많이 들어오고 스타뱅킹 통해서 적금도 들고 이체도 해요. 빠른이체 넘나 편하고 오픈뱅킹 서비스도 가입해서 한번에 모든 계좌를 볼 수 있어서 좋아요. 리브엠 서비스도 신청해서 저렴한 요금에 핸드폰도 잘 쓰고 있어요. 꾸준히 업데이트도 잘하는 앱이라서 만족하면서 쓰고 있어요.
292,293,20210225,2021,02,25,5,"모바일인증, 빠른이체 등 모든게 편하고 쉽게 구성되어있습니다. 이 앱을 쓰면서 불편했던적이 없었던거 같아요 다른 금융 업체보다 빠르게 시스템이 진화하는거 같아 매우 만족스럽습니다. 은행갈 일이 줄고 알아서 처리할수 있으니 매우 편합니다 앞으로도 앞서가는 은행으로 지금과 같이 앱도 계속 발전시켜 주세요 가능한 모든 업무가 가능하게요 감사합니다^^♡"
293,294,20210227,2021,02,27,5,패턴 지문등 다양한 방법으로 로그인을 할수있어 편하고 나의 계좌상태를 한눈에 볼수 있어서 좋네요.그렇지만 스타뱅킹에 딸린 리브메이트 등 여러가지 앱을 한번에 통합하는게 좋을것 같습니다.이벤트라도 하나 참여하려면 이앱저앱 모두 깔아야하니 피로감이 느껴져서 포기해버리는경우가 많거든요.
294,295,20210226,2021,02,26,3,"국민은행 스타뱅킹과 카카오은행을 비교해 볼때, 스타뱅킹은 자주 사용하지 않는 여러가지 기능을 대부분 화면안에 담고 있어서 20년전이나 지금이나 큰 변화 없이 복잡하고 어렵게 구성되어 있다. 자주 사용하지 않는 기능은 보이지 않는 곳으로 모두 옮기던가 하고, 많이 사용하는 조회나 이체는 좀 더 단순하고 직관적으로 만들면 좋겠다. 스타뱅킹은 세월이 흘러도 획기적인 변화가 없어서 아쉽다."
295,296,20210225,2021,02,25,5,"모든 모바일 금융거래의 기본은 스타뱅킹이 답이다. 왜? 편하고, 빠르고, 무엇보다 안전하기 때문이다. KB스타알림 앱과 리브앱을 연동해서 함께 사용하면 스타패밀리군단을 형성, 그 효과는 더욱 막강해 진다. 난 그래서 스타뱅킹 사용으로 내 스스로가 스타가 된다. 앞으로도 짜잘한 부분에 대한 업데이트부터 굵직한 부분에 대한 업데이트까지 전반적으로 보다 안정화된 모바일 뱅킹앱 구현에 계속 노력해 주시길 바랍니다~"
296,297,20200429,2020,04,29,1,"똑같은 증상을 몇 달째 계속 겪고 있습니다. 모바일 인증서로 첫 로그인 화면에서 멈추는 것이요. 재설치, 캐시 및 저장소 지우기 등등 다 해봐도 소용이 없습니다. 그나마 발견한 대처법은 휴대폰 재시작입니다. 재시작하면 몇 번은 잘 되더라고요. 그래서 문제 생길때마다 재시작 해서 쓰고있습니다. 언제쯤 버그가 수정될지 궁금합니다. 제가 은행을 바꾸기 전에는 될까요 ㅎㅎ"
297,298,20210327,2021,03,27,4,타 은행앱에 비해 구동이 빨라 인터넷 연결이 불안할때도 비교적 빠르게 접속할 수 있다는 점이 장점이라고 생각합니다! 구동 되었을때 편리하게 사용할 수 있게 화면을 구성해놓은 점 또한 칭찬할점이라고 생각합니다! 예금 조회 및 송금 과정도 간편해서 부모님 또래도 쉽게 사용할 수 있어 좋습니다!!
298,299,20210311,2021,03,11,2,이번에 클라우드 공인인증서를 통해 로긴하는 절차가 생겨 편리하게 이용하고 있어요. 다른은행 앱들과도 함께 사용중인데 굳이 비교해보자면 앱사용 편리성이 좀 떨어지는 건 사실이예요 메뉴사용 구성방식이 좀 혼란스러워 여러곳에 들어가보다 결국 전화문의로 해결했네요. 앞으로 앱개발에 조금만 더 투자하면 사용자들이 더 편리하게 이용할것 같아요.
299,300,20210225,2021,02,25,5,"KB국민은행 스타뱅킹앱은 복잡하지않고 사용하기 편해서 너무 좋아요!! 제일좋은점은 앱 하단에 고정된 메뉴바가 (홈,전계좌조회,빠른이체,금융상품,상담예약)주로 사용되는 메뉴들로 구성되어있어서 사용성이 쉽고 간편하다는게 제일좋고 그다음은 카테고리별로 보기쉽게 정렬되어있어서 한눈에 딱딱 들어와요!! 앞으로도 쭉 잘사용하겠습니다^^"
300,301,20211210,2021,12,10,1,어제 앱이 죽어서 로그까지 남겨드렸는데 형식적인 답변만하시네요. Os버젼: 11 단말:갤럭시 노트20 앱버젼: 최신(g6.10) 증상: 다른 카뱅앱이나 쿠팡앱같은 경우는 멀티윈도우모드에서 오랜시간있어도 살아있는데 kb스타뱅킹은 멀티윈도우 모드에서 5분이내에 앱이 kill 되는데 이 타이밍에 맞춰서 앱을 실행하면 어제 제가 말씀드린 코틀린 exception 발생합니다. 의도한 동작인지는 모르겠으나 멀티윈도우 모드에서 일부러 앱을 kill 한다면 이것도 개선하셔야할거같아요. 재현안된다고 형식적인 답변달지마시고 재현은 위에 적어드렸고 exception log는 구글콘솔이나 firebase crashlytics 사용하시면 잘나옵니다!! 멀티윈도우모드에서 앱을 5분이내에 죽이면 잠깐 다른앱 갔다온 사람들은 당황스럽습니다.
301,302,20200625,2020,06,25,5,"전반적으로 사용 메뉴가 보기 편하고 여러 단축 기능(최근이체, 자주 사용하는 계좌, 다계좌 이체등)이 있어 편리하게 사용중입니다. 특히 홍채 인식이 가능해서 편리하게 사용중이네요. 앱으로 통해 다양한 이벤트도 확인이 가능해서 참여도 자주 합니다. 간편 결제 기능도 추가 된다면 활용도가 더 높을꺼 같아요."
302,303,20210224,2021,02,24,5,어플 초기메인화면이 깔끔합니다. 가장좋은점은 양손 모두사용하기 편리합니다. 보통 모바일로 어플을사용하면 한손으로 사용하게되는데 화면 사이드에 버튼이배치되어있는 타어플은 한손만으로는 버튼터치가 버거운경우가있지만 국민은행앱은 그런점에서 유아이가 잘배치되어있습니다
303,304,20200615,2020,06,15,5,"하루 한 번은 사용하는 앱입니다. 최근 오픈뱅킹까지 가능해져 수수료 없이 타행이체가 가능하고, 계좌 관리부터 다양한 이벤트 참여까지 활용도가 무척 높은 앱입니다. 메뉴 구성이 깔끔해서 원하는 메뉴를 금방 찾을 수 있습니다. 공인인증서가 있어야 하며, 은행에 가지 않아도 필요한 업무를 볼 수 있어서 매우 편리합니다."
304,305,20211201,2021,12,01,1,앱이 작동이 잘 되는지 에러가 발생하는지 피드백 같은건 없나요? 이전버전도 최신버전도 실행중이라는 점 3개만 계속되곤 하는데 굴지의 은행에서 이런건 확인후 시정 노력은 않는지 참...해당부서의 태만함이나 매너리즘이 확인된다면 발전을 위한 단호함이라도 있어야지 언제적 에러인데 틀에 박힌 반복 답글만 있는지...
305,306,20210224,2021,02,24,5,예금 적금과 보험 퇴직연금까지 한눈에 볼 수있는 UI가 매우 편리하고 좋습니다. 다른계좌에 있는 잔액까지 쉽게 확인할 수 있는것도 매우 편리합니다~ 다만 아주 가끔 한번씩 비밀번호를 정확하게 입력했는데도 불구하고 이체오류가 날때가 있어요.. 그것만 개선되면 더욱 좋을 것 같습니다~^^
306,307,20210224,2021,02,24,4,"작년부터 꾸준히 사용하고 있습니다. 전체적인 디자인과 사용방법은 직관적이고 쉬워서 사용하기에 좋습니다ㅎㅎ 딱 한가지 아쉬운점은 접속하는데 시간이 조금 오래 걸리는 것 같습니다. 보안프로그램때문으로 불가피한것은 알지만, 이부분이 조금이라도 보완되면 좋을것 같습니다."
307,308,20181112,2018,11,12,1,리뷰 답변 보고나서야 캐시 지우고 되네요. 게다가 완전 종료 후 재실행 해야하구요. 업데이트 하고 문제가 있으면 공지를 통해서 해야죠. 중요한건 외형이 아니에요. 어떻게 이용자 편의를 유지하느냐가 문제인거죠. 안 그래도 구동 느린 앱이 오류가 생기는데 반응도 없고 공지도 없으면 이건 개별 이용자들의 소중한 시간을 갉아먹는 행위입니다. 진짜 큰 실망입니다.
308,309,20200626,2020,06,26,5,KB국민은행 스타뱅킹 앱 만족하면서 잘 이용하고 있습니다^^ 로그인 방식도 간편하고 원하는 정보나 메뉴를 손쉽게 찾아볼 수 있어 좋은것 같아요. 앞으로도 다양한 이벤트들이 마련되면 좋을것 같아용~ 한가지 제안하고 싶은건 KB관련 앱들이 너무 많아서 KB관련앱들이 하나로 통합되면 더 편리할것 같아용♡
309,310,20200723,2020,07,23,5,편리한 ui를 가지고 있어서 찾고자 하는 메뉴를 고르기 쉽고 계좌별로 관리가 쉽습니다. 로그인도 다양한 방법으로 할 수 있어 좋습니다. 이체시 자주쓰는 계좌 관리시 그룹을 나누는 것 뿐 아니라 별칭을 정할수있어 이체시 편리하게 사용할 수 있습니다. 특히 같은 그룹간 보험이나 증권도 바로 확인이 되니 KB그룹계열사를 주로 사용하는 사람에게는 아주 편리한 기능입니다. 단지 로그인할때 패턴으로 로그인하면 로딩이 버벅거리는 느낌은 없어졌으면 하는 바람입니다.
310,311,20200330,2020,03,30,1,"갤럭시 노트 10플러스 사용자입니다. V3이 정상적으로 구동되지 않았으니 재실행 하겠느냐는 팝업창이 뜨고, 예를 누르면 V3이 계속 중단된다는 팝업창이 뜹니다. 주거래 은행이라 공인인증서도 국민은행으로 등록되어 있는데 국민은행 어플의 오류로 인해 공인인증서도 등록하지 못해서 타은행 업무까지도 볼 수 없는 지경입니다! 설정에서 스타뱅킹 권한 허용, 데이터절약모드 제외, 저장데이터 삭제를 하였고 V3의 백그라운드실행을 사용으로 설정하였음에도 계속 동일한 오류가 발생하고 있습니다. 해결방안에 대한 빠른 회신 바랍니다."
311,312,20200110,2020,01,10,1,"최악의 금융앱. 여러 은행앱, 카드앱 써봤지만 단연코 최악임. 앱을 제대로 사용하려면 문어발처럼 많은 추가 앱을 깔아야 하는데, 그럼에도 불구하고 기본앱 자체가 무거워서 로딩이 다른 은행앱에 비해 2배 이상은 걸림. 그뿐인가? 투박하고 불편한 인터페이스에다가 오류는 오지게 잘 나서 이체 한 번 하려면 몸에 사리가 생길지경"
312,313,20210219,2021,02,19,4,국민은행 어플을 예전부터 사용했는데 점점 사용하기 편리하게 업그레이드되고있네요 여러 은행어플을 사용하고있지만 비교했을때 좋은점은 찾아들어가지않고 첫화면에 계좌를 한눈에 볼수있다는 점과 주로 이체를 많이하는 저는 빠른이체메뉴가 바로보여서 좋다는 점입니다 아쉬운점은 입출금 내역 하나하나에 메모하기 기능이있으면 좋을것같아요 입금자명 출금계좌만가지고 기억하기힘들어 입금 출금 항목을 기록하려고 타은행에서 잘이용하고있는 기능이거든요 그리고 제안하고 싶은점은 파생되는 어플이 너무 많아서 통합했으면합니다 앞으로도 발전하길 응원할께요 화이팅입니다~!
313,314,20210601,2021,06,01,1,휴대폰 설정-접근성-설치된 서비스-[블루라이트 차단 스크린 필터 -접근성] 을 끄니까 구공인인증서 자판입력이 됩니다. 감사합니다 -- 구공인인증서 로그인  자판 입력이 안 되었는데 위와 같이 하니까 로그인이 됩니다. 감사합니다. 한달 동안 고생하다가 겨우겨우 내가 알아냄..kb모바일인증서 패턴 로그인은 원래부터 문제없이 잘 됩니다.
314,315,20210216,2021,02,16,4,일단 로그인 시 로딩이 너무 깁니다.빠르고 간단하게 로그인 하도록 여러가지 방식을 주었지만 각 방식이 진행과정이 너무 오래 걸려서 그냥 잔액만 확인하거나 단순 송금만 하고 싶을때 그냥 다른 어플을 사용하게 됩니다. 관련 어플이 너무 많아 헷갈립니다만...팀이 다르실테니..화이팅하십시오
315,316,20210224,2021,02,24,5,"디자인이 굉장이 깔끔하고 사용하기 편합니다. 자주 사용하는 메뉴(빠른이체 등)가 사용하기 굉장히 편리하고 배치도 잘 되어 있습니다. 모바일 인증도 간편하게 받을 수 있고, 로그인 방식도 다양해서 이용하기 편합니다. 전체적으로 다른 은행 앱보다 구성이나 편리성의 좋다고 생각됩니다."
316,317,20210218,2021,02,18,4,간편로그인으로 편하게 로그인해 바로 통장잔액 확인 및 이체 할 수 있어 간편합니다. 다만 kb 국민은행 관련 어플이 너무 많고 잘게 세분화 되어 있어서 오히려 이 어플 저 어플 다 다운받고 뭐 하나 하려면 각기 다른 어플로 접속해야하는 점이 불편합니다. 불필요한 어플은 정리하고 하나씩 통합해주셨으면 합니다.
317,318,20210219,2021,02,19,5,"어플 디자인이 깔끔하고 직관적이라 사용에 편리합니다. 다양한 로그인 방식을 제공하여 편리하게 사용 가능하고, 로그인 후 첫화면에서 제가 갖고 있는 계좌와 자주 쓰는 기능들이 한 눈에 보기 쉽게 정리되어있습니다. 어플 사용 중 아직까지 오류가 발생한 점이 없는 점도 좋은 것 같습니다."
318,319,20210303,2021,03,03,5,예적금업무도 쉽게 할수있고 보기도 쉬워서 쉽게 접근도 가능하고 편합니다 오픈뱅킹도 타은행에서 오픈뱅킹하면 수수료가 붙고 이체 절차도 까다로운데 kb은 수수료 무료에 이체 절차가 넘 편해요. 그만큼 보안성도 철저할거라 믿고있습니다. 챗로봇을 통해 궁금한점을 쉽게 해결할수 있어서 만족합니다
319,320,20200512,2020,05,12,1,"아니, 업뎃 할때 마다 문제가 있는거 같은데 잘 쓰던 지문 로그인을 다시 등록 하라고 하지 않나 재등록 하려니 인증번호 입력하면 서버가 어쩌고저쩌고 그게 아니면 인증번호 요청눌러도 입력란이 안 뜨고 누르지도 않았는데 인증번호만 3.4개씩 오고 입력도 못하는데 번호를 몇개씩 보내오는 이런 오류 앱을 정말 믿고 써도 되는건지 제발 쓸데없이 앱 기능 늘리지말고 기본에 충실하세요 쉐어 높은 은행이라고 앱 대충 만드는건가요? 정말 어이가 없습니다. 답변보고 보충합니다. 지문 정보 업뎃 한 적 없습니다. 이전에도 비슷한 오류가 이었습니다. 폰에서는 아무것도 변동 사항이 없는데 앱이 업뎃하면 그런 오류가 납니다. 처음이 아닌지라 쓰면 쓸 수록 이 앱이 불편한 것 같다는 생각이 듭니다"
320,321,20210217,2021,02,17,4,"제 주거래은행이라 이 어플을 자주 사용하고 있습니다. 사용방법이 직관적이고, 메뉴도 어지럽지 않아서 좋아요. 익숙해지면 잔액조회, 자금이체, 예적금불입, 공과금납입 까지 편하고 빠르게 처리할 수 있습니다. 타금융기관 오픈뱅킹까지 가능해서 여기저기 어플 동시애 열지 않아도 잠약조회, 이쳬 가능랴서 편합니다."
321,322,20210301,2021,03,01,5,국민은행을 주거래 은행으로 꾸준히 이용해왔습니다. 10년도 더 된 것 같네요. kb스타뱅킹도 나온직후 계속 사용해와서 그런지 불편함은 전혀 없습니다. 뭐 계좌이체를 주로 사용해서 세부 기능에 대한 활용도가 떨어져서 이기도 한 것 같네요. 계좌이체 외에도 공과금 납부시에도 절차가 간편해서 너무 좋습니다. 한가지 개선요청드리고 싶은게 간편로그인 방법 선택이 지정이 잘 안되더라구요. 제가 잘몰라서 그런지는 모르겠으나 저는 비밀번호로 지정하고 싶은데 얼굴인식 또는 패턴으로만 지정되어 결국 패턴으로 설정할 수 밖에 없었습니다 ㅜ 추가로 앱과는 무관하지만 온라인결제시 가끔 국민은행은 외부사이트에서 결제되는 경우가 있던데 그런부분 개선이 되었으면 좋겠네요. 이상입니다. 감사합니다~!!
322,323,20200701,2020,07,01,5,"50대 이용자로서 큰 글씨를 선택할 수 있는 버튼이 첫 화면에 있으면 더 좋겠습니다. 전체를 볼 수 있는 전체메뉴보기(석삼 표시)가 좀 더 잘 보이거나 보기쉽게 전체메뉴를 볼 수 있길 바랍니다. 제 또래들은 앱이 편리하다고 말해줘도 필요한 메뉴를 찾아헤매다 힘들어서 이용을 못한다고 하더군요. 조금만 더 50-60대에 친절한 앱으로 거듭나길 희망하며, 앞으로도 kb스타뱅킹 앱 자주 이용하려 합니다. 노고에 감사드립니다."
323,324,20210331,2021,03,31,5,"주거래은행 어플로 정말 잘쓰고있어요. 패턴, 지문 또는 핀번호로 간단하게 로그인 할 수 있어서 좋고 이체내역과 조회메뉴가 한눈에 쏙 들어와서 너무 편하네요. 그리고 앱 업데이트를 거치며 UI가 훨씬 깔끔하게 변해서 가독성도 좋아졌어요. 어플내 상담기능이 잘되어있어서 이 점도 다른 은행어플보다 편하게 쓰고 있습니다. 앞으로도 주거래은행 앱으로 오래오래 함께해요!"
324,325,20211031,2021,10,31,1,1)이체시 최근이체로 들어가면 계좌와 송금했던 금액이 표시되어 있었음.->바뀐 어플에는 송금했던 금액이 표시안됨.->저번거는 처럼 금액도 표시해주길 바람 2)저번거 내통장에 표기했던 내용이 바로 보였음.쭉보면서 뭤때문에 송금했다는 걸 쉽게 알 수있었음->이번거는 클릭을해서 들어가야 내통장표기를 알 수있음..이것도 원래거처럼 해주기바람. 결론)업그레이드 되면 더 좋아져야지 이건 편하게 쓰던 내용마저 없애고 숨겨버리고 했음.이는 kb모바일어플을 매일 자주쓰는 나같은 사람이 만든게 아니라 그냥 자주 안쓰는 사람이 만든거 같음....원래 쓰던 좋은 기능 위 두가지 우선 다시 복원 부탁합니다.
325,326,20200629,2020,06,29,5,메뉴간 이동이나 로그인시 앱이 조금 느린 것 빼고는 간편하고 편리해서 잘 사용하고 있습니다 내역확인이나 이체도 쉽게 할 수 있어 편해요 지금도 특별히 큰 불편함없이 잘 쓰고 있지만 즐겨 사용하는 메뉴를 저장해 놓을 수 있는 마이메뉴를 화면에서 바로 찾아서 이용할 수 있으면 더 좋을 것 같아요
326,327,20200721,2020,07,21,5,은행 앱을 몇개 쓰고 있는데 스타뱅킹 앱은 일단 가시성이 좋고 메뉴 찾기가 편합니다. PC 상에서 확인해야했던 고객등급 등의 정보를 앱에서도 볼 수 있게 구현되어 있어서 PC 켤 일이 없네요. 공인인증서를 대체할 수 있는 생체인증서나 모바일인증서 등의 간편확인기능도 들어가 있어서 좋습니다. 이번에 새로 생긴 오픈뱅킹 관련 기능도 깔끔합니다. 예금이체 속도도 빠르고 UI도 복잡하지 않고 단순해서 좋습니다. 근데 플레이스토어에 KB국민은행 검색을 해보면 관련 앱이 엄청 많이 뜨는데요. 그 각각의 앱이 정확히 뭘 하는 앱인지 설명이 부족합니다. 각각의 앱의 목적이 뭔지 좀 써주세요.
327,328,20210220,2021,02,20,5,"KB스타뱅킹은 사용하는 뱅킹앱중에 가장 편리해요. 메뉴들이 찾기쉽게 디자인되어 있고 다양한 정보와 푸짐한 이벤트도 많아서 쓰면 쓸수록 맘에 쏙 든답니다. 오픈뱅킹 등록하면 타은행계좌도 모두 조회가능해서 예금과 대출 현황을 관리하기 정말 편합니다. 로그인 방식도 지문,패턴, 모바일 인증서 등 다양하고 간편해서 KB스타뱅킹하나만 있으면 굳이 오프라인 은행 갈 일은 없는것 같아요. 앞으로도 안전하고 든든한 KB스타뱅킹이 되길 응원합니다 ~~~"
328,329,20200803,2020,08,03,4,안녕하세여 잘쓰고 있습니다. 근데 요즘따라 반응속도가 좀 느려진거 같습니다. 처음에 접속할때도 그렇고(첫 대나무밭 화면이 너무 오래 떠있습니다.) 이체할때나 그런거 넘어갈때도 동전모양 둥둥 떠다니는 화면이 오래보입니다. 조금 더 빠르게 반응되면 더 좋을거 같습니다. 감사합니다.
329,330,20210224,2021,02,24,5,국민은행 스타뱅킹 앱을 오래 사용 중인데 편리한 인증방법 등이 생겨나서 더 이상 보안카드로 인증서 갱신하지 않아도 되는 게 너무 좋구요 괜찮은 이벤트도 종종 진행하고 있어서 좋은 것 같아요! 더 다양한 이벤트를 통해 사용자 참여도 확대하고 앱 접속률도 늘리면 홍보에 좋을 것 같아요 다만 앱 종류가 너무 많아서 연령대가 있으신 분들은 조금 불편하실 수도 있고 저 같은 경우도 번거로운 부분이 꽤 있었어요.. 좀 더 편리한 사용을 위해 앱 통합하면 더할 나위 없을 것 같네요! +스타뱅킹 어플 하나로 타은행 계좌도 등록해서 한번에 모든 계좌를 볼 수 있다는 게 저에게는 가장 큰 장점인 것 같아요!!
